ann_id,district,lat,lon,conf,crop
3479,丰台区,39.824748,116.303099,0.463,park_crops/丰台区/39.824748_116.303099_3479.jpg
3480,丰台区,39.797979,116.266361,0.41,park_crops/丰台区/39.797979_116.266361_3480.jpg
3499,丰台区,39.832270,116.344589,0.789,park_crops/丰台区/39.832270_116.344589_3499.jpg
3500,丰台区,39.824660,116.324296,0.624,park_crops/丰台区/39.824660_116.324296_3500.jpg
3501,丰台区,39.800893,116.325467,0.617,park_crops/丰台区/39.800893_116.325467_3501.jpg
3502,丰台区,39.801212,116.331077,0.54,park_crops/丰台区/39.801212_116.331077_3502.jpg
3503,丰台区,39.828049,116.366817,0.499,park_crops/丰台区/39.828049_116.366817_3503.jpg
3504,丰台区,39.809816,116.324634,0.489,park_crops/丰台区/39.809816_116.324634_3504.jpg
3505,丰台区,39.809398,116.341795,0.481,park_crops/丰台区/39.809398_116.341795_3505.jpg
3506,丰台区,39.809634,116.344711,0.452,park_crops/丰台区/39.809634_116.344711_3506.jpg
3507,丰台区,39.836434,116.335191,0.432,park_crops/丰台区/39.836434_116.335191_3507.jpg
3508,丰台区,39.793052,116.360016,0.426,park_crops/丰台区/39.793052_116.360016_3508.jpg
3509,丰台区,39.813387,116.323693,0.423,park_crops/丰台区/39.813387_116.323693_3509.jpg
3535,丰台区,39.817753,116.404750,0.66,park_crops/丰台区/39.817753_116.404750_3535.jpg
3536,丰台区,39.798391,116.390515,0.557,park_crops/丰台区/39.798391_116.390515_3536.jpg
3537,丰台区,39.798439,116.397348,0.403,park_crops/丰台区/39.798439_116.397348_3537.jpg
3556,丰台区,39.786217,116.157010,0.474,park_crops/丰台区/39.786217_116.157010_3556.jpg
3557,丰台区,39.773503,116.149001,0.402,park_crops/丰台区/39.773503_116.149001_3557.jpg
3561,丰台区,39.786140,116.156910,0.409,park_crops/丰台区/39.786140_116.156910_3561.jpg
3571,丰台区,39.786448,116.398490,0.456,park_crops/丰台区/39.786448_116.398490_3571.jpg
1601,大兴区,39.791079,116.263730,0.62,park_crops/大兴区/39.791079_116.263730_1601.jpg
1602,大兴区,39.793433,116.274312,0.581,park_crops/大兴区/39.793433_116.274312_1602.jpg
1603,大兴区,39.794607,116.280450,0.504,park_crops/大兴区/39.794607_116.280450_1603.jpg
1604,大兴区,39.782223,116.291990,0.426,park_crops/大兴区/39.782223_116.291990_1604.jpg
1609,大兴区,39.798350,116.323288,0.665,park_crops/大兴区/39.798350_116.323288_1609.jpg
1610,大兴区,39.789596,116.359207,0.524,park_crops/大兴区/39.789596_116.359207_1610.jpg
1619,大兴区,39.822421,116.410087,0.459,park_crops/大兴区/39.822421_116.410087_1619.jpg
1620,大兴区,39.791337,116.413312,0.426,park_crops/大兴区/39.791337_116.413312_1620.jpg
1621,大兴区,39.786452,116.399461,0.423,park_crops/大兴区/39.786452_116.399461_1621.jpg
1630,大兴区,39.813379,116.448450,0.531,park_crops/大兴区/39.813379_116.448450_1630.jpg
1631,大兴区,39.795364,116.442496,0.468,park_crops/大兴区/39.795364_116.442496_1631.jpg
1639,大兴区,39.811541,116.523185,0.634,park_crops/大兴区/39.811541_116.523185_1639.jpg
1640,大兴区,39.815398,116.523191,0.623,park_crops/大兴区/39.815398_116.523191_1640.jpg
1641,大兴区,39.805436,116.526341,0.62,park_crops/大兴区/39.805436_116.526341_1641.jpg
1642,大兴区,39.779868,116.519457,0.586,park_crops/大兴区/39.779868_116.519457_1642.jpg
1643,大兴区,39.807833,116.524017,0.501,park_crops/大兴区/39.807833_116.524017_1643.jpg
1644,大兴区,39.803337,116.505475,0.496,park_crops/大兴区/39.803337_116.505475_1644.jpg
1646,大兴区,39.792701,116.519629,0.441,park_crops/大兴区/39.792701_116.519629_1646.jpg
1647,大兴区,39.778018,116.501293,0.419,park_crops/大兴区/39.778018_116.501293_1647.jpg
1689,大兴区,39.804509,116.536167,0.661,park_crops/大兴区/39.804509_116.536167_1689.jpg
1690,大兴区,39.787398,116.575414,0.654,park_crops/大兴区/39.787398_116.575414_1690.jpg
1691,大兴区,39.801759,116.537719,0.575,park_crops/大兴区/39.801759_116.537719_1691.jpg
1692,大兴区,39.813765,116.531300,0.51,park_crops/大兴区/39.813765_116.531300_1692.jpg
1693,大兴区,39.785723,116.559374,0.462,park_crops/大兴区/39.785723_116.559374_1693.jpg
1694,大兴区,39.789216,116.555253,0.449,park_crops/大兴区/39.789216_116.555253_1694.jpg
1695,大兴区,39.793336,116.555676,0.426,park_crops/大兴区/39.793336_116.555676_1695.jpg
1696,大兴区,39.779694,116.582541,0.421,park_crops/大兴区/39.779694_116.582541_1696.jpg
1697,大兴区,39.800637,116.558669,0.42,park_crops/大兴区/39.800637_116.558669_1697.jpg
1713,大兴区,39.763937,116.254810,0.667,park_crops/大兴区/39.763937_116.254810_1713.jpg
1714,大兴区,39.740726,116.237105,0.529,park_crops/大兴区/39.740726_116.237105_1714.jpg
1715,大兴区,39.761277,116.257255,0.513,park_crops/大兴区/39.761277_116.257255_1715.jpg
1716,大兴区,39.733836,116.249779,0.499,park_crops/大兴区/39.733836_116.249779_1716.jpg
1725,大兴区,39.738166,116.264310,0.724,park_crops/大兴区/39.738166_116.264310_1725.jpg
1726,大兴区,39.756237,116.264111,0.686,park_crops/大兴区/39.756237_116.264111_1726.jpg
1728,大兴区,39.731964,116.269565,0.654,park_crops/大兴区/39.731964_116.269565_1728.jpg
1729,大兴区,39.722852,116.282112,0.628,park_crops/大兴区/39.722852_116.282112_1729.jpg
1730,大兴区,39.724699,116.298406,0.623,park_crops/大兴区/39.724699_116.298406_1730.jpg
1731,大兴区,39.749167,116.305117,0.54,park_crops/大兴区/39.749167_116.305117_1731.jpg
1732,大兴区,39.756135,116.306379,0.465,park_crops/大兴区/39.756135_116.306379_1732.jpg
1733,大兴区,39.757042,116.298824,0.427,park_crops/大兴区/39.757042_116.298824_1733.jpg
1734,大兴区,39.746034,116.298648,0.402,park_crops/大兴区/39.746034_116.298648_1734.jpg
1757,大兴区,39.746192,116.341236,0.647,park_crops/大兴区/39.746192_116.341236_1757.jpg
1758,大兴区,39.740215,116.345183,0.545,park_crops/大兴区/39.740215_116.345183_1758.jpg
1759,大兴区,39.769233,116.357457,0.491,park_crops/大兴区/39.769233_116.357457_1759.jpg
1760,大兴区,39.766337,116.324189,0.469,park_crops/大兴区/39.766337_116.324189_1760.jpg
1761,大兴区,39.732580,116.359797,0.438,park_crops/大兴区/39.732580_116.359797_1761.jpg
1762,大兴区,39.744124,116.364345,0.413,park_crops/大兴区/39.744124_116.364345_1762.jpg
1780,大兴区,39.724079,116.397111,0.687,park_crops/大兴区/39.724079_116.397111_1780.jpg
1781,大兴区,39.769500,116.412051,0.661,park_crops/大兴区/39.769500_116.412051_1781.jpg
1782,大兴区,39.723044,116.391836,0.61,park_crops/大兴区/39.723044_116.391836_1782.jpg
1783,大兴区,39.724134,116.398411,0.538,park_crops/大兴区/39.724134_116.398411_1783.jpg
1785,大兴区,39.728941,116.371265,0.438,park_crops/大兴区/39.728941_116.371265_1785.jpg
1786,大兴区,39.765403,116.398810,0.434,park_crops/大兴区/39.765403_116.398810_1786.jpg
1787,大兴区,39.770465,116.414360,0.412,park_crops/大兴区/39.770465_116.414360_1787.jpg
1811,大兴区,39.758911,116.473908,0.617,park_crops/大兴区/39.758911_116.473908_1811.jpg
1812,大兴区,39.746263,116.473056,0.615,park_crops/大兴区/39.746263_116.473056_1812.jpg
1813,大兴区,39.734693,116.431785,0.558,park_crops/大兴区/39.734693_116.431785_1813.jpg
1814,大兴区,39.754885,116.437228,0.547,park_crops/大兴区/39.754885_116.437228_1814.jpg
1815,大兴区,39.747012,116.456108,0.514,park_crops/大兴区/39.747012_116.456108_1815.jpg
1816,大兴区,39.726959,116.440440,0.474,park_crops/大兴区/39.726959_116.440440_1816.jpg
1817,大兴区,39.733778,116.442720,0.463,park_crops/大兴区/39.733778_116.442720_1817.jpg
1818,大兴区,39.761217,116.468902,0.441,park_crops/大兴区/39.761217_116.468902_1818.jpg
1839,大兴区,39.747779,116.497756,0.673,park_crops/大兴区/39.747779_116.497756_1839.jpg
1840,大兴区,39.739125,116.520933,0.459,park_crops/大兴区/39.739125_116.520933_1840.jpg
1841,大兴区,39.760455,116.499024,0.449,park_crops/大兴区/39.760455_116.499024_1841.jpg
1842,大兴区,39.767228,116.526780,0.433,park_crops/大兴区/39.767228_116.526780_1842.jpg
1877,大兴区,39.775379,116.560166,0.517,park_crops/大兴区/39.775379_116.560166_1877.jpg
1878,大兴区,39.775447,116.567335,0.422,park_crops/大兴区/39.775447_116.567335_1878.jpg
1882,大兴区,39.679580,116.242510,0.786,park_crops/大兴区/39.679580_116.242510_1882.jpg
1883,大兴区,39.703279,116.262261,0.573,park_crops/大兴区/39.703279_116.262261_1883.jpg
1884,大兴区,39.686311,116.241943,0.551,park_crops/大兴区/39.686311_116.241943_1884.jpg
1885,大兴区,39.701308,116.256203,0.427,park_crops/大兴区/39.701308_116.256203_1885.jpg
1892,大兴区,39.682006,116.308686,0.755,park_crops/大兴区/39.682006_116.308686_1892.jpg
1893,大兴区,39.679336,116.288972,0.641,park_crops/大兴区/39.679336_116.288972_1893.jpg
1894,大兴区,39.668978,116.304789,0.61,park_crops/大兴区/39.668978_116.304789_1894.jpg
1895,大兴区,39.687359,116.308165,0.548,park_crops/大兴区/39.687359_116.308165_1895.jpg
1896,大兴区,39.668002,116.305874,0.499,park_crops/大兴区/39.668002_116.305874_1896.jpg
1897,大兴区,39.671911,116.289639,0.48,park_crops/大兴区/39.671911_116.289639_1897.jpg
1898,大兴区,39.677640,116.292549,0.46,park_crops/大兴区/39.677640_116.292549_1898.jpg
1899,大兴区,39.673769,116.291169,0.447,park_crops/大兴区/39.673769_116.291169_1899.jpg
1932,大兴区,39.671420,116.330448,0.79,park_crops/大兴区/39.671420_116.330448_1932.jpg
1933,大兴区,39.686590,116.336715,0.598,park_crops/大兴区/39.686590_116.336715_1933.jpg
1934,大兴区,39.696261,116.331813,0.567,park_crops/大兴区/39.696261_116.331813_1934.jpg
1935,大兴区,39.678315,116.339488,0.496,park_crops/大兴区/39.678315_116.339488_1935.jpg
1936,大兴区,39.707532,116.345681,0.495,park_crops/大兴区/39.707532_116.345681_1936.jpg
1645,大兴区,39.812968,116.525716,0.489,park_crops/大兴区/39.812968_116.525716_1645.jpg
1727,大兴区,39.745103,116.275760,0.677,park_crops/大兴区/39.745103_116.275760_1727.jpg
1784,大兴区,39.760480,116.410848,0.496,park_crops/大兴区/39.760480_116.410848_1784.jpg
1879,大兴区,39.774472,116.567132,0.401,park_crops/大兴区/39.774472_116.567132_1879.jpg
1937,大兴区,39.695153,116.339485,0.493,park_crops/大兴区/39.695153_116.339485_1937.jpg
1997,大兴区,39.708425,116.453456,0.418,park_crops/大兴区/39.708425_116.453456_1997.jpg
2042,大兴区,39.671150,116.540518,0.493,park_crops/大兴区/39.671150_116.540518_2042.jpg
2076,大兴区,39.694574,116.610231,0.435,park_crops/大兴区/39.694574_116.610231_2076.jpg
2159,大兴区,39.668130,116.322586,0.595,park_crops/大兴区/39.668130_116.322586_2159.jpg
2206,大兴区,39.625969,116.493831,0.455,park_crops/大兴区/39.625969_116.493831_2206.jpg
2256,大兴区,39.617731,116.605065,0.478,park_crops/大兴区/39.617731_116.605065_2256.jpg
2319,大兴区,39.609144,116.214200,0.673,park_crops/大兴区/39.609144_116.214200_2319.jpg
2378,大兴区,39.605961,116.627556,0.408,park_crops/大兴区/39.605961_116.627556_2378.jpg
2440,大兴区,39.539707,116.467162,0.452,park_crops/大兴区/39.539707_116.467162_2440.jpg
1938,大兴区,39.696101,116.332924,0.481,park_crops/大兴区/39.696101_116.332924_1938.jpg
1939,大兴区,39.679996,116.352798,0.459,park_crops/大兴区/39.679996_116.352798_1939.jpg
1940,大兴区,39.695315,116.346614,0.443,park_crops/大兴区/39.695315_116.346614_1940.jpg
1941,大兴区,39.668210,116.322555,0.418,park_crops/大兴区/39.668210_116.322555_1941.jpg
1942,大兴区,39.698255,116.337168,0.415,park_crops/大兴区/39.698255_116.337168_1942.jpg
1963,大兴区,39.690687,116.419302,0.735,park_crops/大兴区/39.690687_116.419302_1963.jpg
1964,大兴区,39.702083,116.387502,0.714,park_crops/大兴区/39.702083_116.387502_1964.jpg
1965,大兴区,39.706236,116.413980,0.633,park_crops/大兴区/39.706236_116.413980_1965.jpg
1966,大兴区,39.679162,116.383817,0.568,park_crops/大兴区/39.679162_116.383817_1966.jpg
1967,大兴区,39.678170,116.419642,0.476,park_crops/大兴区/39.678170_116.419642_1967.jpg
1968,大兴区,39.676600,116.386989,0.425,park_crops/大兴区/39.676600_116.386989_1968.jpg
1969,大兴区,39.693309,116.399873,0.417,park_crops/大兴区/39.693309_116.399873_1969.jpg
1970,大兴区,39.704591,116.410823,0.414,park_crops/大兴区/39.704591_116.410823_1970.jpg
1971,大兴区,39.716678,116.407155,0.411,park_crops/大兴区/39.716678_116.407155_1971.jpg
1972,大兴区,39.701535,116.405759,0.404,park_crops/大兴区/39.701535_116.405759_1972.jpg
1973,大兴区,39.709351,116.404848,0.401,park_crops/大兴区/39.709351_116.404848_1973.jpg
1996,大兴区,39.707178,116.475478,0.503,park_crops/大兴区/39.707178_116.475478_1996.jpg
2008,大兴区,39.689626,116.482549,0.751,park_crops/大兴区/39.689626_116.482549_2008.jpg
2009,大兴区,39.690687,116.514962,0.63,park_crops/大兴区/39.690687_116.514962_2009.jpg
2010,大兴区,39.672238,116.477614,0.589,park_crops/大兴区/39.672238_116.477614_2010.jpg
2011,大兴区,39.674507,116.477689,0.567,park_crops/大兴区/39.674507_116.477689_2011.jpg
2012,大兴区,39.689303,116.505882,0.559,park_crops/大兴区/39.689303_116.505882_2012.jpg
2013,大兴区,39.718463,116.504023,0.518,park_crops/大兴区/39.718463_116.504023_2013.jpg
2014,大兴区,39.720872,116.521524,0.515,park_crops/大兴区/39.720872_116.521524_2014.jpg
2015,大兴区,39.693269,116.492416,0.449,park_crops/大兴区/39.693269_116.492416_2015.jpg
2016,大兴区,39.687580,116.525872,0.442,park_crops/大兴区/39.687580_116.525872_2016.jpg
2034,大兴区,39.696321,116.577291,0.776,park_crops/大兴区/39.696321_116.577291_2034.jpg
2035,大兴区,39.698579,116.571232,0.649,park_crops/大兴区/39.698579_116.571232_2035.jpg
2036,大兴区,39.706960,116.558355,0.58,park_crops/大兴区/39.706960_116.558355_2036.jpg
2037,大兴区,39.696173,116.580330,0.575,park_crops/大兴区/39.696173_116.580330_2037.jpg
2038,大兴区,39.669435,116.546522,0.566,park_crops/大兴区/39.669435_116.546522_2038.jpg
2039,大兴区,39.710220,116.576157,0.533,park_crops/大兴区/39.710220_116.576157_2039.jpg
2040,大兴区,39.668411,116.574089,0.516,park_crops/大兴区/39.668411_116.574089_2040.jpg
2041,大兴区,39.699096,116.581820,0.503,park_crops/大兴区/39.699096_116.581820_2041.jpg
2043,大兴区,39.700755,116.580000,0.484,park_crops/大兴区/39.700755_116.580000_2043.jpg
2044,大兴区,39.702678,116.576480,0.478,park_crops/大兴区/39.702678_116.576480_2044.jpg
2045,大兴区,39.694322,116.543177,0.452,park_crops/大兴区/39.694322_116.543177_2045.jpg
2046,大兴区,39.700928,116.583617,0.452,park_crops/大兴区/39.700928_116.583617_2046.jpg
2047,大兴区,39.693425,116.533567,0.451,park_crops/大兴区/39.693425_116.533567_2047.jpg
2048,大兴区,39.694481,116.549219,0.449,park_crops/大兴区/39.694481_116.549219_2048.jpg
2065,大兴区,39.679083,116.588314,0.846,park_crops/大兴区/39.679083_116.588314_2065.jpg
2066,大兴区,39.686456,116.613394,0.782,park_crops/大兴区/39.686456_116.613394_2066.jpg
2067,大兴区,39.704812,116.628943,0.715,park_crops/大兴区/39.704812_116.628943_2067.jpg
2068,大兴区,39.701936,116.608177,0.692,park_crops/大兴区/39.701936_116.608177_2068.jpg
2069,大兴区,39.668823,116.589481,0.66,park_crops/大兴区/39.668823_116.589481_2069.jpg
2070,大兴区,39.697102,116.594256,0.553,park_crops/大兴区/39.697102_116.594256_2070.jpg
2071,大兴区,39.705234,116.632450,0.55,park_crops/大兴区/39.705234_116.632450_2071.jpg
2072,大兴区,39.697101,116.592180,0.507,park_crops/大兴区/39.697101_116.592180_2072.jpg
2073,大兴区,39.676069,116.613969,0.495,park_crops/大兴区/39.676069_116.613969_2073.jpg
2074,大兴区,39.676267,116.593739,0.483,park_crops/大兴区/39.676267_116.593739_2074.jpg
2075,大兴区,39.706658,116.605294,0.474,park_crops/大兴区/39.706658_116.605294_2075.jpg
2095,大兴区,39.673465,116.692277,0.568,park_crops/大兴区/39.673465_116.692277_2095.jpg
2096,大兴区,39.625595,116.217458,0.573,park_crops/大兴区/39.625595_116.217458_2096.jpg
2097,大兴区,39.616902,116.224295,0.495,park_crops/大兴区/39.616902_116.224295_2097.jpg
2115,大兴区,39.615277,116.292341,0.628,park_crops/大兴区/39.615277_116.292341_2115.jpg
2116,大兴区,39.618584,116.265193,0.57,park_crops/大兴区/39.618584_116.265193_2116.jpg
2117,大兴区,39.639845,116.307296,0.531,park_crops/大兴区/39.639845_116.307296_2117.jpg
2118,大兴区,39.640912,116.283071,0.502,park_crops/大兴区/39.640912_116.283071_2118.jpg
2119,大兴区,39.616499,116.263723,0.478,park_crops/大兴区/39.616499_116.263723_2119.jpg
2120,大兴区,39.667672,116.306838,0.473,park_crops/大兴区/39.667672_116.306838_2120.jpg
2121,大兴区,39.641714,116.292666,0.445,park_crops/大兴区/39.641714_116.292666_2121.jpg
2122,大兴区,39.650730,116.270163,0.441,park_crops/大兴区/39.650730_116.270163_2122.jpg
2123,大兴区,39.650495,116.284519,0.44,park_crops/大兴区/39.650495_116.284519_2123.jpg
2124,大兴区,39.639432,116.267165,0.439,park_crops/大兴区/39.639432_116.267165_2124.jpg
2155,大兴区,39.622929,116.355033,0.703,park_crops/大兴区/39.622929_116.355033_2155.jpg
2156,大兴区,39.635926,116.343408,0.679,park_crops/大兴区/39.635926_116.343408_2156.jpg
2157,大兴区,39.650907,116.327629,0.664,park_crops/大兴区/39.650907_116.327629_2157.jpg
2158,大兴区,39.655827,116.323192,0.62,park_crops/大兴区/39.655827_116.323192_2158.jpg
2160,大兴区,39.637078,116.319315,0.579,park_crops/大兴区/39.637078_116.319315_2160.jpg
2161,大兴区,39.667438,116.351868,0.534,park_crops/大兴区/39.667438_116.351868_2161.jpg
2162,大兴区,39.637753,116.317611,0.402,park_crops/大兴区/39.637753_116.317611_2162.jpg
2163,大兴区,39.619998,116.339203,0.401,park_crops/大兴区/39.619998_116.339203_2163.jpg
2178,大兴区,39.626636,116.386304,0.768,park_crops/大兴区/39.626636_116.386304_2178.jpg
2179,大兴区,39.623051,116.374122,0.562,park_crops/大兴区/39.623051_116.374122_2179.jpg
2180,大兴区,39.643682,116.383639,0.454,park_crops/大兴区/39.643682_116.383639_2180.jpg
2181,大兴区,39.615856,116.407428,0.44,park_crops/大兴区/39.615856_116.407428_2181.jpg
2182,大兴区,39.623500,116.408445,0.435,park_crops/大兴区/39.623500_116.408445_2182.jpg
2194,大兴区,39.663170,116.457509,0.426,park_crops/大兴区/39.663170_116.457509_2194.jpg
2199,大兴区,39.616121,116.506320,0.848,park_crops/大兴区/39.616121_116.506320_2199.jpg
2200,大兴区,39.656020,116.525912,0.769,park_crops/大兴区/39.656020_116.525912_2200.jpg
2201,大兴区,39.661478,116.511801,0.713,park_crops/大兴区/39.661478_116.511801_2201.jpg
2202,大兴区,39.628155,116.520817,0.561,park_crops/大兴区/39.628155_116.520817_2202.jpg
2203,大兴区,39.629303,116.503481,0.542,park_crops/大兴区/39.629303_116.503481_2203.jpg
2204,大兴区,39.646727,116.493148,0.541,park_crops/大兴区/39.646727_116.493148_2204.jpg
2205,大兴区,39.647437,116.505326,0.504,park_crops/大兴区/39.647437_116.505326_2205.jpg
2207,大兴区,39.638175,116.480292,0.447,park_crops/大兴区/39.638175_116.480292_2207.jpg
2208,大兴区,39.635284,116.487619,0.435,park_crops/大兴区/39.635284_116.487619_2208.jpg
2225,大兴区,39.648939,116.565552,0.876,park_crops/大兴区/39.648939_116.565552_2225.jpg
2226,大兴区,39.667351,116.546572,0.819,park_crops/大兴区/39.667351_116.546572_2226.jpg
2227,大兴区,39.651805,116.553738,0.714,park_crops/大兴区/39.651805_116.553738_2227.jpg
2228,大兴区,39.651098,116.540161,0.636,park_crops/大兴区/39.651098_116.540161_2228.jpg
2229,大兴区,39.667539,116.577117,0.563,park_crops/大兴区/39.667539_116.577117_2229.jpg
2230,大兴区,39.662605,116.559484,0.553,park_crops/大兴区/39.662605_116.559484_2230.jpg
2231,大兴区,39.660285,116.546868,0.512,park_crops/大兴区/39.660285_116.546868_2231.jpg
2232,大兴区,39.662600,116.565333,0.511,park_crops/大兴区/39.662600_116.565333_2232.jpg
2233,大兴区,39.645574,116.560868,0.5,park_crops/大兴区/39.645574_116.560868_2233.jpg
2234,大兴区,39.631734,116.545744,0.479,park_crops/大兴区/39.631734_116.545744_2234.jpg
2235,大兴区,39.652678,116.560256,0.431,park_crops/大兴区/39.652678_116.560256_2235.jpg
2252,大兴区,39.639574,116.599003,0.627,park_crops/大兴区/39.639574_116.599003_2252.jpg
2253,大兴区,39.639536,116.595884,0.519,park_crops/大兴区/39.639536_116.595884_2253.jpg
2254,大兴区,39.625945,116.591699,0.512,park_crops/大兴区/39.625945_116.591699_2254.jpg
2255,大兴区,39.640137,116.611509,0.51,park_crops/大兴区/39.640137_116.611509_2255.jpg
2257,大兴区,39.654848,116.611073,0.447,park_crops/大兴区/39.654848_116.611073_2257.jpg
2258,大兴区,39.640677,116.636202,0.41,park_crops/大兴区/39.640677_116.636202_2258.jpg
2259,大兴区,39.658934,116.634856,0.406,park_crops/大兴区/39.658934_116.634856_2259.jpg
2280,大兴区,39.650979,116.683860,0.813,park_crops/大兴区/39.650979_116.683860_2280.jpg
2281,大兴区,39.642813,116.668327,0.801,park_crops/大兴区/39.642813_116.668327_2281.jpg
2282,大兴区,39.660861,116.650839,0.778,park_crops/大兴区/39.660861_116.650839_2282.jpg
2283,大兴区,39.642654,116.660045,0.627,park_crops/大兴区/39.642654_116.660045_2283.jpg
2284,大兴区,39.653433,116.638638,0.609,park_crops/大兴区/39.653433_116.638638_2284.jpg
2285,大兴区,39.617149,116.659827,0.589,park_crops/大兴区/39.617149_116.659827_2285.jpg
2286,大兴区,39.645333,116.683370,0.569,park_crops/大兴区/39.645333_116.683370_2286.jpg
2287,大兴区,39.616199,116.685613,0.53,park_crops/大兴区/39.616199_116.685613_2287.jpg
2288,大兴区,39.650245,116.653238,0.475,park_crops/大兴区/39.650245_116.653238_2288.jpg
